Problem,Package,File,Priority,Line,Description,Rule set,Rule
1,org.apache.jmeter.monitor.parser,apache-jmeter-2.9/src/monitor/model/org/apache/jmeter/monitor/parser/MonitorHandler.java,2,274,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
2,org.apache.jmeter.monitor.parser,apache-jmeter-2.9/src/monitor/model/org/apache/jmeter/monitor/parser/MonitorHandler.java,2,290,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
1,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/control/CookieManager.java,2,169,Cookies should be secure,Sonar,SecureCookieCheck
2,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/control/CookieManager.java,2,227,Cookies should be secure,Sonar,SecureCookieCheck
3,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/control/CookieManager.java,2,356,Cookies should be secure,Sonar,SecureCookieCheck
1,org.apache.jmeter.protocol.http.gui,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/gui/CookiePanel.java,2,258,Cookies should be secure,Sonar,SecureCookieCheck
2,org.apache.jmeter.protocol.http.gui,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/gui/CookiePanel.java,2,284,Cookies should be secure,Sonar,SecureCookieCheck
3,org.apache.jmeter.protocol.http.gui,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/gui/CookiePanel.java,2,418,Avoid comparing class names directly. Use instanceof or Class.isAssignableFrom() instead.,Sonar,ClassComparedByNameCheck
1,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/sampler/AjpSampler.java,2,340,Cookies should be secure,Sonar,SecureCookieCheck
1,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/sampler/WebServiceSampler.java,2,623,Avoid comparing class names directly. Use instanceof or Class.isAssignableFrom() instead.,Sonar,ClassComparedByNameCheck
1,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/src/protocol/http/org/apache/jmeter/protocol/http/sampler/HTTPSamplerBase.java,2,1268,Cookies should be secure,Sonar,SecureCookieCheck
1,org.apache.jmeter.protocol.jms.sampler,apache-jmeter-2.9/src/protocol/jms/org/apache/jmeter/protocol/jms/sampler/PublisherSampler.java,2,89,Make this inner class static,Sonar,InnerClassOfNonSerializableCheck
1,org.apache.jmeter.protocol.ldap.sampler,apache-jmeter-2.9/src/protocol/ldap/org/apache/jmeter/protocol/ldap/sampler/LDAPSampler.java,2,332,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jmeter,apache-jmeter-2.9/src/reports/org/apache/jmeter/JMeterReport.java,2,327,Exit methods should not be called,Sonar,SystemExitCalledCheck
1,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportExitCommand.java,2,76,Exit methods should not be called,Sonar,SystemExitCalledCheck
2,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportExitCommand.java,2,82,Exit methods should not be called,Sonar,SystemExitCalledCheck
3,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportExitCommand.java,2,86,Exit methods should not be called,Sonar,SystemExitCalledCheck
1,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportHelp.java,2,81,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
2,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportHelp.java,2,107,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
3,org.apache.jmeter.report.gui.action,apache-jmeter-2.9/src/reports/org/apache/jmeter/report/gui/action/ReportHelp.java,2,111,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jmeter.testelement,apache-jmeter-2.9/src/reports/org/apache/jmeter/testelement/AbstractTable.java,2,47,Mutable fields should not be public static,Sonar,PublicStaticMutableMembersCheck
2,org.apache.jmeter.testelement,apache-jmeter-2.9/src/reports/org/apache/jmeter/testelement/AbstractTable.java,2,55,Mutable fields should not be public static,Sonar,PublicStaticMutableMembersCheck
1,org.apache.jmeter.testelement,apache-jmeter-2.9/src/reports/org/apache/jmeter/testelement/AbstractChart.java,2,54,Mutable fields should not be public static,Sonar,PublicStaticMutableMembersCheck
1,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/control/TestCookieManager.java,2,61,Cookies should be secure,Sonar,SecureCookieCheck
2,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/control/TestCookieManager.java,2,130,Cookies should be secure,Sonar,SecureCookieCheck
3,org.apache.jmeter.protocol.http.control,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/control/TestCookieManager.java,2,360,Cookies should be secure,Sonar,SecureCookieCheck
1,org.apache.jmeter.junit,apache-jmeter-2.9/test/src/org/apache/jmeter/junit/JMeterTest.java,2,103,Make this inner class static,Sonar,InnerClassOfNonSerializableCheck
2,org.apache.jmeter.junit,apache-jmeter-2.9/test/src/org/apache/jmeter/junit/JMeterTest.java,2,164,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
3,org.apache.jmeter.junit,apache-jmeter-2.9/test/src/org/apache/jmeter/junit/JMeterTest.java,2,194,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
4,org.apache.jmeter.junit,apache-jmeter-2.9/test/src/org/apache/jmeter/junit/JMeterTest.java,2,218,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
5,org.apache.jmeter.junit,apache-jmeter-2.9/test/src/org/apache/jmeter/junit/JMeterTest.java,2,544,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,472,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
2,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,472,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
3,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,482,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
4,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,594,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
5,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,603,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
6,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,642,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
7,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,788,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
8,org.apache.jmeter.functions,apache-jmeter-2.9/test/src/org/apache/jmeter/functions/PackageTest.java,2,794,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jmeter.resources,apache-jmeter-2.9/test/src/org/apache/jmeter/resources/PackageTest.java,2,192,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,52,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
2,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,55,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
3,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,58,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
4,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,61,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
5,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,110,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
6,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,113,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
7,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,116,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
8,org.apache.jorphan.collections,apache-jmeter-2.9/test/src/org/apache/jorphan/collections/PackageTest.java,2,119,Identical expressions should not be used on both sides of a binary operator,Sonar,IdenticalOperandOnBinaryExpressionCheck
1,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/sampler/PostWriterTest.java,2,66,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/sampler/TestHTTPSamplersAgainstHttpMirrorServer.java,2,106,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
2,org.apache.jmeter.protocol.http.sampler,apache-jmeter-2.9/test/src/org/apache/jmeter/protocol/http/sampler/TestHTTPSamplersAgainstHttpMirrorServer.java,2,110,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
